Iteration,IWLS,SGD,Adam
0,-315.3819671547758,-151.25908672860857,-315.3819671547758
1,-107.49577172193462,-148.21520359826974,-376.19339563077955
2,-61.7033002011179,-201.63035306059203,-288.7911177535666
3,-40.95445286151922,-192.64315913863916,-333.4814601381339
4,-30.26782649504388,-162.68587275867327,-313.21343037573735
5,-22.21099926797386,-162.68583350381024,-270.70561471882326
6,-16.33403812985947,-183.65595973569717,-272.6609600065094
7,-12.521832569218157,-168.68101597439528,-283.63364241069866
8,-9.725388503064234,-168.6772991026024,-273.3244776184354
9,-6.536237286226609,-449.3263023641526,-251.3612079842925
10,-3.067138137962548,-179.42639551565904,-239.150104655894
11,-1.084968183271349,-168.6772980508977,-243.0764681092768
12,-0.3861479178125335,-168.63390647623913,-245.03188821725956
13,-0.14025331574997196,-372.63329580762615,-234.23440503752687
14,-0.0513809512124877,-379.2226870131102,-221.13733718517184
15,-0.018881932149629736,-175.18762819658212,-216.17647985072594
16,-0.006945146222830222,-168.67742766570137,-216.93724469891959
17,-0.002554874493370065,-150.70290452323684,-215.79397631631926
18,-0.0009398272601615305,-174.6687626006385,-209.7523725245275
19,-0.0003457309180900158,-180.66022724519013,-201.7943526515776
20,-0.0001271855546130332,-160.79491300671762,-196.5743848526385
21,-4.6788723694060665e-05,-177.664506729353,-195.33758108483894
22,-1.7212582838894376e-05,-174.66876259800569,-194.7959387854974
23,-6.332153237322102e-06,-174.66876259800566,-191.61254576969887
24,-2.3294692537620023e-06,-174.668762635246,-186.4057631434674
25,-8.569640811871818e-07,-182.75130317315094,-182.08236181705226
26,-3.15259571447e-07,-156.01639823564872,-180.00785164178788
27,-1.1597755529861723e-07,-260.62870779919706,-179.02373873799178
28,-4.2665773635686425e-08,-174.66876275616536,-177.32729500423895
29,-1.569586661386261e-08,-134.5610922320151,-174.3696295672948
30,,-174.66876259800566,-171.06499612447712
31,,-171.67303032445233,-168.61547794407772
32,,-134.56109223199817,-167.27066482823878
33,,-171.67303032445167,-166.20850729579388
34,,-134.56109223199817,-164.55703826909345
35,,-174.66876259800566,-162.31320065898268
36,,-134.56109223199817,-160.16027907696207
37,,-141.71907269783227,-158.6151991931136
38,,-171.93482997186874,-157.5548232009386
39,,-134.56109223199817,-156.4835889419895
40,,-171.67303032445167,-155.08546967303778
41,,-171.67303032445167,-153.47911921074578
42,,-131.67457467702332,-152.01513985422986
43,,-148.62346286789395,-150.89510304629763
44,,-156.69436895668176,-149.99968722369474
45,,-141.76405437341467,-149.05835619771432
46,,-131.56540180199286,-147.93962366955515
47,,-131.56535995844465,-146.7506816989595
48,,-134.56157640882495,-145.68274869299515
49,,-134.56109223199817,-144.80751660514906
50,,-131.5653611200826,-144.03209914049924
51,,-134.56110172792367,-143.21942611499605
52,,-134.5610922722438,-142.32476602036337
53,,-122.77081332893175,-141.41805907347253
54,,-134.56109223199817,-140.5943246517992
55,,-251.64151097853505,-139.87722315142904
56,,-123.77797848729132,-139.20811916638266
57,,-128.57168454262273,-138.51599786280119
58,,-122.58087583784479,-137.78656949332526
59,,-134.56109223199817,-137.06399480677473
60,,-131.32096578671312,-136.39641337510952
61,,-131.5653599584442,-135.7884874419221
62,,-131.5653599584442,-135.20466001279436
63,,-131.5653599584442,-134.6098536437344
64,,-131.5653599584442,-134.0018119976284
65,,-134.56109223199817,-133.40623866435553
66,,-206.7055268752253,-132.8464042789364
67,,-134.56109223199817,-132.3207623408905
68,,-131.32673424160083,-131.8083779015096
69,,-134.56109223199817,-131.29189773468804
70,,-245.650046500228,-130.77287021878658
71,,-245.6500909160614,-130.2661803522495
72,,-245.65010130462056,-129.78285248337875
73,,-245.66031024855076,-129.31984010773604
74,,-242.65535863217195,-128.86519298616875
75,,-242.6543141578743,-128.41074676768457
76,,-242.65431415787327,-127.95882039850393
77,,-242.6543141578731,-127.51766153157794
78,,-242.6543141578731,-127.09208986217085
79,,-242.6543141578731,-126.67917987511187
80,,-242.6543141578731,-126.27218723228322
81,,-242.6543141578731,-125.86742801560968
82,,-128.57439102814624,-125.46695914505794
83,,-131.5653599584442,-125.07526590101756
84,,-125.57389541133814,-124.69425477803537
85,,-131.5653599584442,-124.3216768535154
86,,-242.6543141578731,-123.95385389774769
87,,-241.67982055036464,-123.58927945403855
88,,-242.6543141578731,-123.22946188061812
89,,-240.41733942789267,-122.87670823018043
90,,-242.6543141578731,-122.53155644460398
91,,-131.5653599584442,-122.19240354448841
92,,-131.5653599584442,-121.85728328023546
93,,-242.6543141578731,-121.52567441072372
94,,-131.5653599584442,-121.19858217467092
95,,-128.58365137784713,-120.87713359594254
96,,-242.6543141578731,-120.56132388998117
97,,-125.57389541133621,-120.25010209417243
98,,-236.67997480864992,-119.94246350951374
99,,-230.7077028429899,-119.63829832543584
100,,-123.49445468495693,-119.33821395826509
101,,-123.93320133327649,-119.042694254119
102,,-226.2346887086826,-118.75153966485941
103,,-237.98399140815104,-118.46408391224927
104,,-128.57015783679665,-118.17983170397969
105,,-236.70106356121974,-117.89881539184545
106,,-129.63389044255163,-117.62137303165326
107,,-230.6713852377633,-117.34767210171611
108,,-134.31423416960612,-117.07749289538404
109,,-242.6543141578731,-116.81043597192944
110,,-116.62554211642068,-116.5462707632634
111,,-134.27058086194904,-116.28505546929574
112,,-130.02570294440537,-116.02695206502528
113,,-219.3534510670632,-115.7719754431027
114,,-239.20728228383857,-115.51993690758884
115,,-218.68845723876325,-115.27060208769053
116,,-230.0499574447765,-115.02386735985394
117,,-236.6656961156536,-114.77977653543483
118,,-134.3142322263575,-114.53839064643797
119,,-242.6543141578731,-114.29966701463248
120,,-218.68845598210893,-114.06346584374263
121,,-225.21097285834315,-113.82965401908503
122,,-230.67286395476336,-113.59818457661343
123,,-119.58243121815754,-113.36907694553943
124,,-221.72947584138302,-113.14233597527877
125,,-131.5653599584442,-112.91790200965963
126,,-224.9358016434074,-112.69567625944275
127,,-225.71633483264597,-112.4755821781481
128,,-233.67058552044128,-112.25759466753567
129,,-233.8907339926412,-112.04171370413746
130,,-221.6922332460754,-111.8279190440797
131,,-125.18143351088388,-111.61615492717593
132,,-131.5653599584442,-111.4063545315114
133,,-218.68845596944175,-111.19847210559907
134,,-222.6904797916058,-110.99248887335226
135,,-113.71883461045195,-110.78839155002828
136,,-124.04639727076624,-110.58615023624816
137,,-218.6885203227494,-110.38571818041126
138,,-230.67312792468334,-110.18704961478367
139,,-218.688458034875,-109.99011423526078
140,,-236.66284962527206,-109.79489422440325
141,,-218.68845625734318,-109.60137002372822
142,,-236.6628496107764,-109.40951135000192
143,,-236.66299578896889,-109.21928158025021
144,,-120.49872159873863,-109.03064851860084
145,,-118.41421611108932,-108.84358933945494
146,,-218.68883175039548,-108.65808570440112
147,,-231.96383785202616,-108.47411584544035
148,,-233.6671384025135,-108.29165227172139
149,,-113.67900651521686,-108.11066640583618
150,,-225.897547247239,-107.93113410597114
151,,-120.4987216010112,-107.75303622575116
152,,-218.6884559694474,-107.57635453075434
153,,-117.50313162979936,-107.4010680032738
154,,-221.6904520975253,-107.22715324095097
155,,-117.50318887732871,-107.05458775541075
156,,-120.70723794857498,-106.88335220740339
157,,-221.68418825352074,-106.71342944713972
158,,-230.67858652775692,-106.54480192956889
159,,-119.1674885227666,-106.37745047198896
160,,-228.91897267208142,-106.21135538623736
161,,-120.49872159610238,-106.04649836396446
162,,-221.6841883189706,-105.88286300746348
163,,-118.56122813264258,-105.72043369116221
164,,-117.50299061555344,-105.55919423159993
165,,-117.5030369721743,-105.3991277707681
166,,-117.5032483142825,-105.24021775491585
167,,-117.50329014892873,-105.08244877078003
168,,-117.50302894354455,-104.92580637993582
169,,-117.50300580355105,-104.77027630010603
170,,-117.50298960840071,-104.6158439035862
171,,-117.50299068600486,-104.46249449299737
172,,-117.50317989218587,-104.31021391435797
173,,-116.87888163314794,-104.15898879345323
174,,-128.5696276848902,-104.00880620787599
175,,-117.50317589781743,-103.85965323473127
176,,-125.57389541133621,-103.71151686381539
177,,-117.50299175455085,-103.56438429093053
178,,-114.87537385937239,-103.4182432027625
179,,-115.39969468356408,-103.27308174606809
180,,-216.0060831992881,-103.12888826528857
181,,-221.68418824299528,-102.98565112315897
182,,-114.5598644899287,-102.84335877346724
183,,-114.5082610796516,-102.70199995656522
184,,-114.5075501305718,-102.56156378152448
185,,-114.50737564223911,-102.4220396225114
186,,-114.50753590065086,-102.283416967787
187,,-114.50740981928324,-102.14568538472969
188,,-122.57816313786974,-102.00883461071022
189,,-114.52090899401975,-101.87285464387
190,,-122.57816313778221,-101.73773573154693
191,,-114.50729149254686,-101.60346828277818
192,,-154.3435721400054,-101.47004280803968
193,,-114.50725719944563,-101.33744994141672
194,,-114.51088865217173,-101.20568050191157
195,,-122.57816313778221,-101.07472551655563
196,,-114.50725705876214,-100.94457618326065
197,,-114.50727270652816,-100.81522382024754
198,,-111.14298412997532,-100.68665985479943
199,,-113.78609254767817,-100.55887585213084
200,,-114.5072708336755,-100.4318635419181
201,,-114.50725723808904,-100.3056148105732
202,,-114.50729963694484,-100.18012167043335
203,,-215.69272378548305,-100.0553762401049
204,,-215.69272369588725,-99.93137075192448
205,,-114.50725713070094,-99.80809757023198
206,,-113.59096631714388,-99.68554919547773
207,,-122.57816313778228,-99.56371824923313
208,,-160.36839299050675,-99.44259745691112
209,,-122.57816313781471,-99.32217964448839
210,,-215.69272377037836,-99.20245774736692
211,,-119.76683631473063,-99.0834248167152
212,,-111.5293442404297,-98.96507401418056
213,,-114.50725715283097,-98.84739860033164
214,,-126.7370462211419,-98.73039192812921
215,,-114.50727460041217,-98.6140474452068
216,,-114.50725704913614,-98.49835869845008
217,,-122.57816313781598,-98.38331933310607
218,,-114.50725704904467,-98.26892308615864
219,,-122.57816313778225,-98.15516378012074
220,,-114.50725706798751,-98.04203532187911
221,,-107.60050667165781,-97.929531704872
222,,-122.57816313778221,-97.8176470095897
223,,-114.50725704899493,-97.70637540020536
224,,-125.57389541133621,-97.59571111987148
225,,-122.57816313778221,-97.48564848826115
226,,-114.50725704899457,-97.37618190183727
227,,-125.57389541133621,-97.26730583427171
228,,-122.58327494293334,-97.15901483480116
229,,-125.57389541133621,-97.05130352505785
230,,-124.35977515934434,-96.94416659656548
231,,-114.50725704899817,-96.83759880999894
232,,-119.5824362269189,-96.73159499518698
233,,-107.5995396897792,-96.62615005023328
234,,-113.53408411016295,-96.52125893944435
235,,-114.50725704899438,-96.41691669116652
236,,-107.59971234821386,-96.3131183965634
237,,-125.57389541133621,-96.20985920915386
238,,-122.57817047670417,-96.10713434415584
239,,-114.5072570531499,-96.00493907711463
240,,-107.60171886839713,-95.90326874223594
241,,-114.50725704899483,-95.80211873114229
242,,-125.57389541133621,-95.70148449219349
243,,-120.0434283246129,-95.60136152988792
244,,-112.57171616360884,-95.50174540387617
245,,-122.57816806670702,-95.40263172766686
246,,-125.57389541133621,-95.30401616744989
247,,-125.57389541133621,-95.20589444127792
248,,-108.00072871576683,-95.10826231842091
249,,-107.59950268054108,-95.01111561857836
250,,-113.16580040242506,-94.91445021088616
251,,-129.7327784946964,-94.81826201292768
252,,-107.59957013956696,-94.7225469899471
253,,-107.61997288722249,-94.6273011542194
254,,-119.58243114546991,-94.53252056438087
255,,-107.59953567552137,-94.43820132462267
256,,-107.59956951444356,-94.34433958383414
257,,-107.60786055354419,-94.25093153484332
258,,-107.59951146030588,-94.15797341377554
259,,-114.50725704899514,-94.06546149943891
260,,-107.59950850679529,-93.97339211264983
261,,-107.62035459085732,-93.88176161552161
262,,-125.57389541133621,-93.79056641079823
263,,-107.59950314998441,-93.69980294126964
264,,-107.59950193300385,-93.60946768921794
265,,-114.07275982722805,-93.51955717583381
266,,-107.5995793878728,-93.43006796059753
267,,-107.62515260673308,-93.34099664067087
268,,-121.83200966264222,-93.25233985033883
269,,-125.57389541133621,-93.16409426048826
270,,-107.59950178020698,-93.07625657808569
271,,-110.22708729858013,-92.9888235456437
272,,-107.59950187103209,-92.90179194069306
273,,-107.59950183113418,-92.81515857528721
274,,-107.59973525321945,-92.72892029553341
275,,-119.90804996271265,-92.64307398112727
276,,-125.57389541133621,-92.55761654487748
277,,-107.5996600269486,-92.47254493222863
278,,-107.59954307857119,-92.3878561208003
279,,-121.29356156807188,-92.30354711994846
280,,-107.59950186781077,-92.21961497033797
281,,-107.59952284809548,-92.13605674351788
282,,-125.57389541133621,-92.05286954150004
283,,-107.59951313084207,-91.97005049635001
284,,-107.60002908949984,-91.88759676979346
285,,-107.59950178284492,-91.80550555283216
286,,-107.59950182103971,-91.72377406535895
287,,-107.59950177043991,-91.64239955577574
288,,-107.5995017702225,-91.56137930061472
289,,-122.86072780361364,-91.48071060417297
290,,-107.59950181024644,-91.40039079815597
291,,-122.57816313782865,-91.32041724132746
292,,-107.59950177076236,-91.24078731916369
293,,-119.58243087446706,-91.16149844351507
294,,-127.91596543259662,-91.08254805227526
295,,-107.59950177048512,-91.00393360905908
296,,-122.57816313778221,-90.92565260288362
297,,-107.59950177059633,-90.84770254785082
298,,-107.59950177165103,-90.77008098283571
299,,-107.59950177001929,-90.69278547117783
300,,-116.6312620307613,-90.61581360038265
301,,-107.59956243384161,-90.53916298182654
302,,-120.4274309914712,-90.46283125046723
303,,-107.59950177221212,-90.3868160645584
304,,-107.59950192790048,-90.31111510537156
305,,-106.16435941514925,-90.23572607692181
306,,-125.57389541133688,-90.16064670569747
307,,-124.26404661128339,-90.08587474039321
308,,-107.59976934176007,-90.01140795164679
309,,-111.54162078488173,-89.93724413177807
310,,-107.59971201261422,-89.8633810945341
311,,-122.57816313778221,-89.78981667483829
312,,-122.57816313778221,-89.71654872854315
313,,-107.59950373852713,-89.6435751321876
314,,-111.55047704831718,-89.57089378275825
315,,-107.5995155571924,-89.49850259745448
316,,-111.59456271789283,-89.42639951345679
317,,-110.38968764258317,-89.35458248769794
318,,-117.27123666647816,-89.28304949663686
319,,-118.55042734379035,-89.21179853603624
320,,-124.65763267582321,-89.14082762074148
321,,-107.59950272456756,-89.07013478446578
322,,-161.76958881093972,-88.99971807957601
323,,-122.57816313778221,-88.92957557688317
324,,-122.57816313778221,-88.85970536543658
325,,-122.57816313778221,-88.79010555231874
326,,-122.57816313778221,-88.72077426244589
327,,-116.58669859126468,-88.65170963836862
328,,-106.25611225970268,-88.58290984007657
329,,-125.57389542018669,-88.5143730448041
330,,-118.41941474985069,-88.44609744683981
331,,-107.5995018464519,-88.37808125733815
332,,-107.74380975287862,-88.31032270413306
333,,-123.74131394760899,-88.2428200315556
334,,-118.41928058474554,-88.17557150025294
335,,-116.58669859067473,-88.10857538701056
336,,-118.41928306218169,-88.04182998457591
337,,-118.41928023848581,-87.97533360148567
338,,-118.41929516584227,-87.90908456189251
339,,-104.60924778561716,-87.84308120539696
340,,-106.53043418356711,-87.77732188687868
341,,-113.59096788826147,-87.71180497633206
342,,-110.76410066524318,-87.6465288587021
343,,-107.65240811848787,-87.5814919337238
344,,-118.41928007899486,-87.51669261576293
345,,-120.05084225337868,-87.45212933365906
346,,-117.11735777427185,-87.38780053057064
347,,-116.60855136094514,-87.32370466382135
348,,-116.5949437782384,-87.25984020474887
349,,-118.66618193590838,-87.19620563855506
350,,-107.59950206851657,-87.13279946415763
351,,-107.59950177302551,-87.0696201940447
352,,-118.41928677084027,-87.00666635412932
353,,-116.58669915042388,-86.94393648360763
354,,-118.41928005950108,-86.88142913481742
355,,-138.719980457309,-86.81914287309905
356,,-119.01240718049029,-86.75707627665801
357,,-122.57816313778221,-86.69522793642894
358,,-128.81085278869224,-86.63359645594083
359,,-107.64399387174174,-86.57218045118448
360,,-122.57816313784542,-86.51097855048046
361,,-107.59950201081097,-86.44998939434956
362,,-105.4564650152676,-86.38921163538399
363,,-105.80932308100819,-86.32864393812152
364,,-104.60377985083943,-86.26828497891819
365,,-124.65760467946205,-86.20813344582606
366,,-104.67080121081868,-86.1481880384695
367,,-107.59950179492331,-86.08844746792465
368,,-104.89933347404632,-86.02891045659936
369,,-122.57816313778221,-85.96957573811416
370,,-118.41928005442917,-85.91044205718597
371,,-118.41928005518511,-85.85150816951098
372,,-118.41928005442252,-85.79277284165114
373,,-112.35685341975604,-85.7342348509201
374,,-118.41928005442252,-85.67589298527159
375,,-119.97909213668098,-85.61774604318835
376,,-122.57816313778221,-85.55979283357277
377,,-117.94786173038466,-85.5020321756386
378,,-118.41928005442256,-85.44446289880344
379,,-107.69695206991936,-85.38708384258314
380,,-113.71832023238532,-85.32989385648673
381,,-118.9993037178913,-85.27289179991281
382,,-118.4192800544242,-85.2160765420469
383,,-116.58673401280971,-85.15944696176017
384,,-118.66620363660111,-85.10300194750894
385,,-118.4192800544295,-85.04674039723575
386,,-118.66615175095397,-84.9906612182712
387,,-118.4192800544537,-84.93476332723685
388,,-118.4192800544677,-84.87904564994875
389,,-122.57816313778221,-84.8235071213237
390,,-119.58243086422821,-84.7681466852842
391,,-122.57816313778221,-84.7129632946659
392,,-107.59977169696936,-84.65795591112578
393,,-118.66614135281611,-84.60312350505143
394,,-112.87169217300652,-84.54846505547042
395,,-110.45405955793267,-84.49397954996205
396,,-117.24583410557739,-84.43966598456967
397,,-118.80023632742909,-84.38552336371247
398,,-119.58243086422821,-84.33155070010072
399,,-118.66614044614585,-84.27774701464973
400,,-108.27337256260174,-84.22411133639598
401,,-140.8002206475076,-84.17064270241356
402,,-114.31134898308694,-84.11734015773207
403,,-116.49769510563209,-84.06420275525475
404,,-119.58243086422821,-84.01122955567813
405,,-119.58243086422824,-83.95841962741189
406,,-119.58243086422821,-83.90577204650005
407,,-118.41928005442253,-83.85328589654316
408,,-105.86233000444203,-83.80096026862097
409,,-119.58243086422821,-83.74879426121538
410,,-121.66187240590806,-83.69678698013567
411,,-111.52205856153765,-83.64493753844354
412,,-117.29930433553587,-83.59324505637886
413,,-115.68724914655715,-83.5417086612864
414,,-111.51157793280224,-83.49032748754396
415,,-114.50725704899696,-83.4391006764903
416,,-110.85550433450405,-83.38802737635456
417,,-115.50342263508142,-83.33710674218601
418,,-119.58243086422821,-83.28633793578479
419,,-115.67205075229786,-83.23572012563339
420,,-111.51153095458336,-83.18525248682862
421,,-118.41928005442253,-83.1349342010148
422,,-120.41909419452658,-83.08476445631695
423,,-122.57816313778221,-83.03474244727526
424,,-122.57816313778221,-82.98486737478063
425,,-117.1972729055809,-82.93513844600956
426,,-115.67048379763058,-82.88555487436108
427,,-115.67212784586668,-82.83611587939372
428,,-115.68994382521267,-82.78682068676333
429,,-111.79120920201684,-82.73766852816154
430,,-111.70795827518992,-82.6886586412547
431,,-114.50725704901579,-82.63979026962402
432,,-114.50725705339727,-82.59106266270557
433,,-122.57816313778221,-82.54247507573159
434,,-111.54167214268892,-82.49402676967196
435,,-111.51372265490275,-82.44571701117708
436,,-114.50755234911745,-82.39754507251982
437,,-115.78836322492839,-82.3495102315404
438,,-119.12891454004341,-82.30161177158917
439,,-120.24611233605664,-82.25384898147264
440,,-115.87345836122452,-82.2062211553978
441,,-114.5072570491415,-82.158727592919
442,,-114.50725704899627,-82.11136759888373
443,,-114.50725704899438,-82.06414048338021
444,,-123.17321312980567,-82.0170455616849
445,,-118.66614015097184,-81.97008215421087
446,,-118.66618632744908,-81.9232495864565
447,,-118.6661450410495,-81.87654718895521
448,,-118.66614407690767,-81.82997429722454
449,,-114.50732301306604,-81.78353025171774
450,,-118.66614020985746,-81.73721439777401
451,,-113.45270967905653,-81.69102608557027
452,,-117.28326744370109,-81.64496467007324
453,,-114.50725709863488,-81.59902951099157
454,,-114.50725715882102,-81.55321997273039
455,,-114.50725704899439,-81.50753542434292
456,,-114.50725705314075,-81.46197523948591
457,,-118.66614080152414,-81.41653879637397
458,,-114.50725704899583,-81.37122547773451
459,,-118.66614013591743,-81.32603467076353
460,,-118.66614242973588,-81.2809657670816
461,,-118.66654273463197,-81.23601816269013
462,,-118.66621149095029,-81.19119125792929
463,,-114.50761958790366,-81.14648445743444
464,,-115.67041683734871,-81.10189717009462
465,,-126.24349009004855,-81.05742880901104
466,,-118.66614086187114,-81.01307879145605
467,,-118.66614040227647,-80.9688465388319
468,,-118.41928005442263,-80.9247314766308
469,,-117.51449170724771,-80.88073303439553
470,,-119.08398597007871,-80.8368506456796
471,,-118.66615494504563,-80.7930837480083
472,,-118.66614013243176,-80.74943178284077
473,,-118.66614013235419,-80.70589419553096
474,,-114.50835259862816,-80.66247043529101
475,,-117.50306882700214,-80.61915995515332
476,,-120.6044242219204,-80.57596221193369
477,,-121.66187240590806,-80.53287666619553
478,,-114.50726050581288,-80.48990278221297
479,,-118.0547331245001,-80.447040027936
480,,-114.6029188273962,-80.40428787495442
481,,-115.20790245464315,-80.36164579846367
482,,-149.78661367769962,-80.31911327723003
483,,-114.50728638800182,-80.27668979355656
484,,-118.67567467708717,-80.2343748332493
485,,-118.6661667880286,-80.19216788558404
486,,-121.66187240590868,-80.15006844327304
487,,-115.67108570608686,-80.10807600243305
488,,-118.66614088691931,-80.06619006255198
489,,-115.67040786332066,-80.02441012645829
490,,-120.33457238819446,-79.98273570028826
491,,-117.66744229500883,-79.94116629345535
492,,-117.5033215100382,-79.89970141861922
493,,-114.5073319868599,-79.85834059165528
494,,-119.58269321123714,-79.81708333162405
495,,-119.58324786015254,-79.77592916074222
496,,-119.58530148420428,-79.73487760435209
497,,-119.58243400416238,-79.69392819089292
498,,-119.58243089708543,-79.65308045187189
499,,-119.58243127721833,-79.61233392183541
