,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_estimators,param_model__max_depth,param_model__learning_rate,param_model__colsample_bytree,param_feature_selection__columns,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,2.4043890476226806,0.45052225417015723,0.006509923934936523,0.00032442167551036724,1000,5,0.1,1.0,"[8, 100, 103, 102, 105]","{'model__n_estimators': 1000, 'model__max_depth': 5, 'model__learning_rate': 0.1, 'model__colsample_bytree': 1, 'feature_selection__columns': [8, 100, 103, 102, 105]}",6000.0,6312.5,6312.5,5687.5,6187.5,6100.0,235.8495283014151,68
1,1.357721757888794,0.20266597671753295,0.005071592330932617,0.0007083125944693234,500,7,0.05,0.5,"[100, 103, 102, 105]","{'model__n_estimators': 500, 'model__max_depth': 7, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.5, 'feature_selection__columns': [100, 103, 102, 105]}",6137.5,6137.5,6575.0,6387.5,6637.5,6375.0,210.65374432940897,22
2,0.8460596561431885,0.027119239187550864,0.0033518791198730467,9.59649915161209e-05,500,5,0.05,0.75,"[100, 103, 102, 105]","{'model__n_estimators': 500, 'model__max_depth': 5, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [100, 103, 102, 105]}",6200.0,6700.0,6575.0,6512.5,6575.0,6512.5,167.70509831248424,5
3,0.2393038272857666,0.006160584928072513,0.0017113208770751954,2.712335933920419e-05,100,5,0.01,1.0,"[100, 102, 103, 105, 403, 466]","{'model__n_estimators': 100, 'model__max_depth': 5, 'model__learning_rate': 0.01, 'model__colsample_bytree': 1, 'feature_selection__columns': [100, 102, 103, 105, 403, 466]}",5737.5,6237.5,6425.0,5675.0,6050.0,6025.0,286.6836235294929,80
4,1.1904573917388916,0.03192301527490352,0.00427093505859375,0.0003900737395411213,1000,3,0.05,0.5,"[8, 100, 102, 103, 105, 403]","{'model__n_estimators': 1000, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.5, 'feature_selection__columns': [8, 100, 102, 103, 105, 403]}",5737.5,6550.0,6300.0,6237.5,6050.0,6175.0,270.993542358485,53
5,1.8092538833618164,0.11038290305063775,0.005888938903808594,0.00010383264615196381,500,7,0.05,1.0,"[8, 100, 102, 103, 105, 403]","{'model__n_estimators': 500, 'model__max_depth': 7, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1, 'feature_selection__columns': [8, 100, 102, 103, 105, 403]}",5925.0,6175.0,5987.5,5737.5,6175.0,6000.0,164.8863244784115,84
6,1.0854695320129395,0.03102931299055229,0.004117727279663086,0.00043775887214044895,500,5,0.1,1.0,"[8, 100, 103, 102, 105]","{'model__n_estimators': 500, 'model__max_depth': 5, 'model__learning_rate': 0.1, 'model__colsample_bytree': 1, 'feature_selection__columns': [8, 100, 103, 102, 105]}",5937.5,6312.5,6375.0,6000.0,6250.0,6175.0,174.1048534648015,53
7,0.9898367881774902,0.05631797283478416,0.0038686275482177736,0.0001925824445601602,500,5,0.2,0.75,"[8, 100, 103, 102, 105]","{'model__n_estimators': 500, 'model__max_depth': 5, 'model__learning_rate': 0.2, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [8, 100, 103, 102, 105]}",5937.5,6062.5,6250.0,5812.5,6625.0,6137.5,283.39460121886583,63
8,0.6165553569793701,0.08008077254171322,0.003007030487060547,0.00034404059043651207,500,3,0.2,1.0,"[8, 100, 103, 102, 105]","{'model__n_estimators': 500, 'model__max_depth': 3, 'model__learning_rate': 0.2, 'model__colsample_bytree': 1, 'feature_selection__columns': [8, 100, 103, 102, 105]}",6000.0,6062.5,6250.0,5687.5,6500.0,6100.0,269.8379143115363,68
9,1.1175652980804442,0.045435980111377415,0.004042482376098633,0.00022734591602708128,500,5,0.05,1.0,"[8, 100, 102, 103, 105, 403]","{'model__n_estimators': 500, 'model__max_depth': 5, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1, 'feature_selection__columns': [8, 100, 102, 103, 105, 403]}",5800.0,6425.0,5987.5,6300.0,5737.5,6050.0,270.993542358485,77
10,0.3276249885559082,0.006421971992351627,0.0019698143005371094,9.99014245902937e-05,100,7,0.1,1.0,"[8, 100, 103, 102, 105]","{'model__n_estimators': 100, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 1, 'feature_selection__columns': [8, 100, 103, 102, 105]}",5812.5,6500.0,6187.5,6250.0,6187.5,6187.5,220.0852107707376,45
11,1.3129958629608154,0.06968472996106524,0.005494928359985352,0.0002873163531442104,500,7,0.05,1.0,"[100, 103, 102, 105]","{'model__n_estimators': 500, 'model__max_depth': 7, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1, 'feature_selection__columns': [100, 103, 102, 105]}",6262.5,6762.5,6325.0,5700.0,6262.5,6262.5,337.7314021526574,37
12,0.9671904563903808,0.0617386960115141,0.004904699325561523,0.00017409424558178862,1000,3,0.01,0.75,"[100, 103, 102, 105]","{'model__n_estimators': 1000, 'model__max_depth': 3, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [100, 103, 102, 105]}",6387.5,7012.5,6887.5,6637.5,6825.0,6750.0,217.94494717703367,1
13,1.6673420906066894,0.07638643807569512,0.006661796569824218,0.0005371119784636149,1000,5,0.2,0.75,"[100, 103, 102, 105]","{'model__n_estimators': 1000, 'model__max_depth': 5, 'model__learning_rate': 0.2, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [100, 103, 102, 105]}",6075.0,6262.5,5950.0,5450.0,6387.5,6025.0,324.5188746436792,80
14,1.6798866748809815,0.02317353361119484,0.0058749675750732425,0.00018960136731397732,500,7,0.01,0.5,"[8, 100, 103, 102, 105]","{'model__n_estimators': 500, 'model__max_depth': 7, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.5, 'feature_selection__columns': [8, 100, 103, 102, 105]}",6062.5,6625.0,6812.5,5937.5,6562.5,6400.0,339.1164991562634,19
15,1.542252492904663,0.03791330869577519,0.0051440238952636715,0.00025152220414674796,500,7,0.1,0.75,"[8, 100, 103, 102, 105]","{'model__n_estimators': 500, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [8, 100, 103, 102, 105]}",5687.5,6250.0,6125.0,5625.0,6812.5,6100.0,430.47938394306414,68
16,2.6252145290374758,0.03913835262486408,0.008230972290039062,0.0007583786182537919,1000,7,0.2,0.75,"[100, 103, 102, 105]","{'model__n_estimators': 1000, 'model__max_depth': 7, 'model__learning_rate': 0.2, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [100, 103, 102, 105]}",5575.0,6137.5,5700.0,5450.0,6137.5,5800.0,286.6836235294929,97
17,0.12744479179382323,0.005069802949675107,0.0013660907745361329,4.457506808940672e-05,100,3,0.2,0.75,"[8, 100, 103, 102, 105]","{'model__n_estimators': 100, 'model__max_depth': 3, 'model__learning_rate': 0.2, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [8, 100, 103, 102, 105]}",5875.0,6625.0,6812.5,6250.0,6875.0,6487.5,375.8324094593227,6
18,2.3259825229644777,0.13301273819583984,0.00548863410949707,0.0003401580960563008,1000,5,0.01,1.0,"[100, 102, 103, 105, 403, 466]","{'model__n_estimators': 1000, 'model__max_depth': 5, 'model__learning_rate': 0.01, 'model__colsample_bytree': 1, 'feature_selection__columns': [100, 102, 103, 105, 403, 466]}",6050.0,6612.5,6175.0,6175.0,6362.5,6275.0,196.05483926697653,35
19,1.5502758026123047,0.06515467544690319,0.005291128158569336,0.0005485066888346237,500,7,0.05,1.0,"[8, 100, 103, 102, 105]","{'model__n_estimators': 500, 'model__max_depth': 7, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1, 'feature_selection__columns': [8, 100, 103, 102, 105]}",6000.0,6437.5,6000.0,6000.0,6187.5,6125.0,172.30060940112776,65
20,2.1060690879821777,0.17368247922001642,0.00606846809387207,0.000893332915331148,1000,5,0.01,0.5,"[8, 100, 102, 103, 105, 403]","{'model__n_estimators': 1000, 'model__max_depth': 5, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.5, 'feature_selection__columns': [8, 100, 102, 103, 105, 403]}",5862.5,6550.0,6550.0,6237.5,6425.0,6325.0,257.9970930068787,30
21,0.12817726135253907,0.006025499233939045,0.001537466049194336,2.3051316330392405e-05,100,3,0.1,0.75,"[8, 100, 103, 102, 105]","{'model__n_estimators': 100, 'model__max_depth': 3, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [8, 100, 103, 102, 105]}",6125.0,6875.0,6812.5,6312.5,6687.5,6562.5,293.15098498896435,3
22,2.9495567798614504,0.04534464495695661,0.008855581283569336,0.0010497705247325805,1000,7,0.2,0.5,"[100, 102, 103, 105, 403, 466]","{'model__n_estimators': 1000, 'model__max_depth': 7, 'model__learning_rate': 0.2, 'model__colsample_bytree': 0.5, 'feature_selection__columns': [100, 102, 103, 105, 403, 466]}",5612.5,6112.5,6175.0,5737.5,5987.5,5925.0,216.50635094610965,92
23,0.5983206272125244,0.03490472914966386,0.0025851249694824217,0.0001526694824704499,500,3,0.05,1.0,"[8, 100, 103, 102, 105]","{'model__n_estimators': 500, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1, 'feature_selection__columns': [8, 100, 103, 102, 105]}",6187.5,6625.0,6625.0,6250.0,6625.0,6462.5,200.0,13
24,0.37529621124267576,0.014892667040543577,0.002253007888793945,0.00016546918597141566,100,7,0.01,0.75,"[8, 100, 102, 103, 105, 403]","{'model__n_estimators': 100, 'model__max_depth': 7, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [8, 100, 102, 103, 105, 403]}",5550.0,6737.5,6362.5,5612.5,6112.5,6075.0,450.0,72
25,2.021749973297119,0.16474301661252658,0.006601524353027344,0.0004001445546108766,1000,5,0.2,0.75,"[8, 100, 102, 103, 105, 403]","{'model__n_estimators': 1000, 'model__max_depth': 5, 'model__learning_rate': 0.2, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [8, 100, 102, 103, 105, 403]}",5612.5,5862.5,5800.0,5425.0,5987.5,5737.5,197.64235376052372,99
26,0.23657450675964356,0.016556847999179267,0.0018172264099121094,2.5733748847154265e-05,100,5,0.1,1.0,"[8, 100, 102, 103, 105, 403]","{'model__n_estimators': 100, 'model__max_depth': 5, 'model__learning_rate': 0.1, 'model__colsample_bytree': 1, 'feature_selection__columns': [8, 100, 102, 103, 105, 403]}",5862.5,6487.5,6175.0,5987.5,5987.5,6100.0,217.94494717703367,68
27,1.4325256824493409,0.04624860213389795,0.006635427474975586,0.0001711662091399963,500,7,0.01,0.5,"[100, 103, 102, 105]","{'model__n_estimators': 500, 'model__max_depth': 7, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.5, 'feature_selection__columns': [100, 103, 102, 105]}",6137.5,6387.5,6825.0,6450.0,6637.5,6487.5,232.51344047172842,6
28,2.0132526397705077,0.13142944656153716,0.006171607971191406,0.00013357472759991428,1000,5,0.1,0.75,"[100, 102, 103, 105, 403, 466]","{'model__n_estimators': 1000, 'model__max_depth': 5, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [100, 102, 103, 105, 403, 466]}",5737.5,6362.5,6362.5,5862.5,6050.0,6075.0,254.95097567963924,72
29,3.4114870548248293,0.19611626822849035,0.008923816680908202,0.0002294725702339726,1000,7,0.01,0.5,"[100, 102, 103, 105, 403, 466]","{'model__n_estimators': 1000, 'model__max_depth': 7, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.5, 'feature_selection__columns': [100, 102, 103, 105, 403, 466]}",5800.0,6300.0,6300.0,6237.5,6300.0,6187.5,195.25624189766637,45
30,1.208730936050415,0.118210266789216,0.004898643493652344,0.000996905231250118,1000,3,0.05,1.0,"[8, 100, 102, 103, 105, 403]","{'model__n_estimators': 1000, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1, 'feature_selection__columns': [8, 100, 102, 103, 105, 403]}",5925.0,6487.5,6612.5,6425.0,6300.0,6350.0,235.18609652783474,27
31,0.10692734718322754,0.0018311377310299669,0.0013875961303710938,4.7089449933345284e-05,100,3,0.2,0.5,"[8, 100, 103, 102, 105]","{'model__n_estimators': 100, 'model__max_depth': 3, 'model__learning_rate': 0.2, 'model__colsample_bytree': 0.5, 'feature_selection__columns': [8, 100, 103, 102, 105]}",5875.0,6562.5,6812.5,6375.0,6750.0,6475.0,336.804839632687,10
32,0.2251800537109375,0.016209762087061496,0.0016791343688964844,4.42743750753262e-05,100,5,0.1,0.5,"[8, 100, 102, 103, 105, 403]","{'model__n_estimators': 100, 'model__max_depth': 5, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.5, 'feature_selection__columns': [8, 100, 102, 103, 105, 403]}",5800.0,6237.5,6612.5,6237.5,6050.0,6187.5,266.34094690828147,45
33,3.863479995727539,0.36985197150768556,0.00865764617919922,0.0015600251749146377,1000,7,0.2,0.75,"[8, 100, 102, 103, 105, 403]","{'model__n_estimators': 1000, 'model__max_depth': 7, 'model__learning_rate': 0.2, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [8, 100, 102, 103, 105, 403]}",5175.0,5612.5,6112.5,5550.0,5800.0,5650.0,307.71334062727925,100
34,1.056850528717041,0.09095804959244114,0.003856515884399414,0.0005728324902119521,500,5,0.2,0.75,"[100, 102, 103, 105, 403, 466]","{'model__n_estimators': 500, 'model__max_depth': 5, 'model__learning_rate': 0.2, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [100, 102, 103, 105, 403, 466]}",5800.0,6112.5,6550.0,6112.5,6175.0,6150.0,239.13908087136238,61
35,0.21743216514587402,0.005518408676950499,0.001684284210205078,2.7910904533113648e-05,100,5,0.05,0.5,"[8, 100, 102, 103, 105, 403]","{'model__n_estimators': 100, 'model__max_depth': 5, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.5, 'feature_selection__columns': [8, 100, 102, 103, 105, 403]}",5675.0,6675.0,6612.5,6425.0,6362.5,6350.0,356.63356544217766,27
36,1.3663224697113037,0.046220324796172337,0.004329061508178711,0.0002367016291250935,1000,3,0.01,1.0,"[8, 100, 102, 103, 105, 403]","{'model__n_estimators': 1000, 'model__max_depth': 3, 'model__learning_rate': 0.01, 'model__colsample_bytree': 1, 'feature_selection__columns': [8, 100, 102, 103, 105, 403]}",5925.0,6550.0,6612.5,5925.0,6362.5,6275.0,297.38443133425795,35
37,1.2547462463378907,0.12936875612797197,0.00406804084777832,0.0001651743955910054,1000,3,0.01,0.75,"[100, 102, 103, 105, 403, 466]","{'model__n_estimators': 1000, 'model__max_depth': 3, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [100, 102, 103, 105, 403, 466]}",6112.5,6550.0,6425.0,6112.5,6612.5,6362.5,212.86732957408,23
38,0.9877618789672852,0.05062001246317674,0.003516483306884766,7.261173161385427e-05,500,5,0.05,1.0,"[100, 103, 102, 105]","{'model__n_estimators': 500, 'model__max_depth': 5, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1, 'feature_selection__columns': [100, 103, 102, 105]}",6075.0,6825.0,6387.5,6387.5,6325.0,6400.0,241.73849507267144,19
39,0.35568814277648925,0.012964939027948727,0.002034759521484375,3.3672132023651294e-05,100,7,0.05,0.75,"[8, 100, 103, 102, 105]","{'model__n_estimators': 100, 'model__max_depth': 7, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [8, 100, 103, 102, 105]}",5937.5,6500.0,6187.5,6000.0,6125.0,6150.0,196.05483926697653,61
40,0.9992897510528564,0.029708531811625288,0.003431224822998047,0.00018068848012782576,500,5,0.2,0.5,"[8, 100, 103, 102, 105]","{'model__n_estimators': 500, 'model__max_depth': 5, 'model__learning_rate': 0.2, 'model__colsample_bytree': 0.5, 'feature_selection__columns': [8, 100, 103, 102, 105]}",5687.5,6000.0,6312.5,5937.5,6437.5,6075.0,269.2582403567252,72
41,0.12540912628173828,0.006363569082449015,0.0013706207275390625,4.9555151113043305e-05,100,3,0.05,0.75,"[8, 100, 103, 102, 105]","{'model__n_estimators': 100, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [8, 100, 103, 102, 105]}",5875.0,6687.5,6812.5,5937.5,6687.5,6400.0,406.201920231798,19
42,0.12906131744384766,0.011755299842231448,0.0013675212860107422,3.223941128701205e-05,100,3,0.01,0.75,"[8, 100, 102, 103, 105, 403]","{'model__n_estimators': 100, 'model__max_depth': 3, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [8, 100, 102, 103, 105, 403]}",5237.5,6300.0,6112.5,5737.5,6300.0,5937.5,405.81707701869817,90
43,0.9907580375671386,0.028896882470001422,0.0035294532775878907,0.0001597127321026566,500,5,0.1,0.75,"[8, 100, 103, 102, 105]","{'model__n_estimators': 500, 'model__max_depth': 5, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [8, 100, 103, 102, 105]}",6062.5,6187.5,6500.0,5937.5,6312.5,6200.0,195.25624189766637,44
44,0.6028244972229004,0.015354868212932367,0.002666759490966797,6.118015857061797e-05,500,3,0.2,0.75,"[8, 100, 103, 102, 105]","{'model__n_estimators': 500, 'model__max_depth': 3, 'model__learning_rate': 0.2, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [8, 100, 103, 102, 105]}",5750.0,6437.5,6625.0,6000.0,6312.5,6225.0,312.7499000799201,43
45,0.23712782859802245,0.006305759440631952,0.0016163825988769532,3.0408081672114304e-05,100,5,0.2,0.75,"[100, 102, 103, 105, 403, 466]","{'model__n_estimators': 100, 'model__max_depth': 5, 'model__learning_rate': 0.2, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [100, 102, 103, 105, 403, 466]}",5737.5,6112.5,6550.0,6487.5,5987.5,6175.0,306.18621784789724,53
46,3.2744775772094727,0.41123209500392416,0.007494163513183594,0.00022066277201591484,1000,7,0.2,0.75,"[8, 100, 103, 102, 105]","{'model__n_estimators': 1000, 'model__max_depth': 7, 'model__learning_rate': 0.2, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [8, 100, 103, 102, 105]}",5375.0,5687.5,6187.5,5562.5,6375.0,5837.5,380.3781013675735,96
47,0.6274272441864014,0.009987802113664202,0.0026669979095458986,5.272046700222439e-05,500,3,0.01,0.75,"[8, 100, 103, 102, 105]","{'model__n_estimators': 500, 'model__max_depth': 3, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [8, 100, 103, 102, 105]}",6062.5,6750.0,6812.5,6062.5,6687.5,6475.0,339.1164991562634,10
48,0.5923457622528077,0.04081123935613574,0.0026037216186523436,5.908653141402129e-05,500,3,0.1,1.0,"[100, 103, 102, 105]","{'model__n_estimators': 500, 'model__max_depth': 3, 'model__learning_rate': 0.1, 'model__colsample_bytree': 1, 'feature_selection__columns': [100, 103, 102, 105]}",5950.0,6700.0,6512.5,6575.0,6450.0,6437.5,257.390753524675,15
