model,iterations,depth,learning_rate,subsample,colsample_bylevel,min_data_in_leaf,test_score,cv_1,cv_2,cv_3,cv_4,cv_mean,cv_std,columns
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E01FD0220>,1000,3,0.0870602087830485,0.8408205087604007,0.2517221551443623,2,1270.0,1370.0,1300.0,1250.0,1320.0,1310.0,43.01162633521314,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E019D53C0>,1000,4,0.0040596116104843,0.548518610050626,0.4603477677100099,3,1240.0,1330.0,1250.0,1350.0,1370.0,1325.0,45.552167895721496,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E01A44190>,1000,6,0.001901024531987,0.3275374161084572,0.3980437511290071,5,1250.0,1320.0,1250.0,1360.0,1400.0,1332.5,55.39629951540085,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E01A44AF0>,1000,7,0.0025081156860452,0.538522716492931,0.6127938404189404,1,1260.0,1310.0,1260.0,1310.0,1400.0,1320.0,50.49752469181039,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E019D79D0>,1000,6,0.0021930485556643,0.1117990133360155,0.9514412603906666,10,1250.0,1310.0,1260.0,1300.0,1410.0,1320.0,55.22680508593631,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E019D76A0>,1000,7,0.0040665633135147,0.1427885083060646,0.700021375186549,5,1250.0,1320.0,1260.0,1290.0,1350.0,1305.0,33.54101966249684,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0222D2A0>,1000,3,0.0097803370166594,0.0826690950594574,0.9138543819748428,3,1270.0,1380.0,1290.0,1310.0,1390.0,1342.5,43.229041164476456,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0222DCF0>,1000,6,0.0042016720543725,0.5440646201189203,0.5693747653761156,2,1250.0,1310.0,1260.0,1290.0,1410.0,1317.5,56.29165124598851,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0222C970>,1000,8,0.0248014392844765,0.2940166779675855,0.9572202971099416,7,1230.0,1320.0,1240.0,1210.0,1240.0,1252.5,40.85033659592048,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E01EFBF40>,1000,5,0.0137498233977122,0.3111597544836249,0.1242864617593531,5,1240.0,1340.0,1270.0,1320.0,1400.0,1332.5,46.569840025492894,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E01EFAB60>,1000,4,0.0130933103349614,0.2969292157523301,0.3276265422268868,4,1300.0,1390.0,1280.0,1290.0,1350.0,1327.5,44.93050188902857,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E7DC655D0>,1000,4,0.0359759679593215,0.0544789572358706,0.8122924369330563,7,1270.0,1290.0,1280.0,1260.0,1370.0,1300.0,41.83300132670378,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0222EAA0>,1000,7,0.0082429113805644,0.3730796603024805,0.4086195711162418,4,1270.0,1330.0,1290.0,1300.0,1340.0,1315.0,20.615528128088304,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0222DAB0>,1000,5,0.0010894530288616,0.1896519078986658,0.8319208559838966,6,1220.0,1340.0,1250.0,1320.0,1400.0,1327.5,53.56071321407138,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0222EAA0>,1000,6,0.0068210183307935,0.4257099328841166,0.1270267163549721,4,1260.0,1320.0,1200.0,1280.0,1390.0,1297.5,68.69315832017043,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0222EAA0>,1000,8,0.028492992493156,0.2389132564215865,0.2513959716276924,9,1280.0,1340.0,1310.0,1270.0,1350.0,1317.5,31.12474899497183,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E7DC5F4C0>,1000,3,0.0019633903682626,0.444446285545135,0.4609850167951452,6,1240.0,1320.0,1230.0,1310.0,1330.0,1297.5,39.607448794387146,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E7DC5D5A0>,1000,5,0.0489405759217079,0.0526227116344208,0.7229329085645164,3,1250.0,1310.0,1280.0,1240.0,1290.0,1280.0,25.495097567963924,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E7DC5D3F0>,1000,4,0.0134191353278697,0.687017885474642,0.3388884934966655,1,1300.0,1400.0,1280.0,1290.0,1360.0,1332.5,49.68651728587948,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E7DC5C8E0>,1000,5,0.0107108737764589,0.3268876406794978,0.0799086102804314,5,1230.0,1340.0,1230.0,1270.0,1350.0,1297.5,49.68651728587948,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E7DC5C7F0>,1000,6,0.0213966404570104,0.2200123993420575,0.1707117151112375,5,1270.0,1380.0,1300.0,1290.0,1360.0,1332.5,38.32427429188973,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E7DC5D630>,1000,7,0.0174414465454717,0.4405558268320046,0.214507016099664,3,1300.0,1360.0,1290.0,1300.0,1350.0,1325.0,30.4138126514911,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E7DC5E350>,1000,4,0.0056592108379065,0.6484990543733534,0.332074549669248,6,1260.0,1330.0,1240.0,1340.0,1410.0,1330.0,60.41522986797286,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0187BC70>,1000,3,0.0434645064498855,0.1625829623879246,0.8278189961780227,4,1310.0,1320.0,1310.0,1240.0,1340.0,1302.5,37.66629793329841,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0187A8F0>,1000,5,0.0029816171564745,0.3697385948811761,0.5028935622652944,7,1220.0,1320.0,1270.0,1330.0,1400.0,1330.0,46.36809247747852,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E01878940>,1000,6,0.0015913234390542,0.2583372177735195,0.076467886977221,5,1170.0,1330.0,1160.0,1180.0,1270.0,1235.0,68.7386354243376,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E018C1F60>,1000,5,0.0059327802827449,0.996414115184983,0.3917074427857321,3,1290.0,1360.0,1280.0,1320.0,1370.0,1332.5,35.61951712193752,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E018C3790>,1000,4,0.053971081207127,0.1244070355026026,0.7183133578027893,4,1280.0,1320.0,1310.0,1240.0,1310.0,1295.0,32.01562118716424,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E018C36D0>,1000,6,0.0162694991306374,0.6122976247866623,0.9870091828001218,8,1230.0,1310.0,1290.0,1250.0,1320.0,1292.5,26.80951323690902,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E018C29B0>,1000,4,0.0121037942868436,0.7281394069756382,0.3354547933416207,1,1320.0,1400.0,1290.0,1290.0,1390.0,1342.5,52.618912949622974,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E02223700>,1000,3,0.0099265860479625,0.7009931171921514,0.2802071363432398,2,1280.0,1330.0,1270.0,1320.0,1390.0,1327.5,42.64680527307995,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E018C1BD0>,1000,3,0.007943776828543,0.8168727325322207,0.1736590348730349,1,1250.0,1320.0,1220.0,1300.0,1370.0,1302.5,54.025456962435776,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E018C1660>,1000,4,0.0195543616649462,0.9237222151425156,0.5455908856340266,2,1260.0,1360.0,1290.0,1260.0,1370.0,1320.0,46.36809247747852,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E018C0EE0>,1000,5,0.0123722976770156,0.4770589731884368,0.4048996387646215,3,1310.0,1330.0,1290.0,1290.0,1390.0,1325.0,40.92676385936225,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E018C1390>,1000,3,0.0270686208144508,0.7432739450742849,0.638640228016934,1,1300.0,1360.0,1280.0,1250.0,1360.0,1312.5,48.66980583482946,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0206A350>,1000,4,0.0695314387300545,0.5853471056678592,0.4968264436662207,2,1230.0,1350.0,1240.0,1230.0,1310.0,1282.5,49.68651728587948,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E020692A0>,1000,5,0.0028485739945021,0.4876102957124877,0.2864464028322168,5,1250.0,1310.0,1230.0,1330.0,1370.0,1310.0,50.99019513592785,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E02068E80>,1000,3,0.0042324054783898,0.3744714728759784,0.2027708648697038,3,1240.0,1320.0,1230.0,1280.0,1310.0,1285.0,35.0,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E019D9570>,1000,4,0.0052733209784719,0.8006593232686502,0.5807923606680392,6,1250.0,1350.0,1300.0,1340.0,1390.0,1345.0,32.01562118716424,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E019D8FA0>,1000,4,0.00946052473264,0.8654041628097388,0.6045038206883254,6,1300.0,1390.0,1270.0,1290.0,1410.0,1340.0,60.8276253029822,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E019DA5F0>,1000,4,0.005266332612375,0.7665914891573733,0.5983171983709661,8,1280.0,1330.0,1280.0,1330.0,1400.0,1335.0,42.72001872658765,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E02205FC0>,1000,4,0.0048657354584121,0.8071045085801345,0.61003263746526,8,1270.0,1360.0,1270.0,1350.0,1370.0,1337.5,39.607448794387146,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E022073D0>,1000,4,0.0033142676071521,0.8793393617256956,0.6820761091187477,9,1250.0,1330.0,1250.0,1340.0,1360.0,1320.0,41.83300132670378,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E022071C0>,1000,3,0.0089097611948243,0.815377965488378,0.7672348872813248,7,1300.0,1360.0,1290.0,1310.0,1360.0,1330.0,30.822070014844883,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E022042B0>,1000,4,0.0071962547903436,0.8909479419639286,0.6665141830004887,8,1290.0,1350.0,1300.0,1310.0,1380.0,1335.0,32.01562118716424,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0206AC80>,1000,3,0.0048847803907653,0.7750481655507467,0.5863182180763253,10,1230.0,1330.0,1260.0,1340.0,1390.0,1330.0,46.36809247747852,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E02205CF0>,1000,4,0.0111634171560852,0.964741248280693,0.8742680178066763,6,1300.0,1380.0,1300.0,1250.0,1340.0,1317.5,48.15340071064556,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E02205F90>,1000,3,0.0065839854939216,0.8354522527281336,0.8866103574118589,9,1250.0,1340.0,1250.0,1340.0,1410.0,1335.0,56.789083458002736,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E7DC37310>,1000,4,0.0092823948781577,0.920327316642964,0.5400047292615755,7,1270.0,1380.0,1290.0,1300.0,1400.0,1342.5,48.15340071064556,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0206AAA0>,1000,4,0.0093131241720123,0.9200607896340784,0.4561800919296371,7,1310.0,1370.0,1280.0,1300.0,1390.0,1335.0,46.09772228646444,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0206AA10>,1000,4,0.0035368758829801,0.7246193041558987,0.5500530890636983,7,1240.0,1340.0,1240.0,1330.0,1360.0,1317.5,46.02988159880492,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0220CFD0>,1000,4,0.0156743239566238,0.7951557830988701,0.6588474486677992,6,1290.0,1330.0,1320.0,1280.0,1330.0,1315.0,20.615528128088304,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0220C490>,1000,4,0.0077446479730405,0.8565673765676378,0.759915005770549,8,1300.0,1350.0,1290.0,1290.0,1400.0,1332.5,46.02988159880492,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0220CFD0>,1000,5,0.0045352332737599,0.9464870621730797,0.6289177117116411,6,1270.0,1330.0,1290.0,1330.0,1390.0,1335.0,35.70714214271425,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0220E950>,1000,4,0.0063673799502598,0.8887364425249001,0.47038995988623,7,1260.0,1360.0,1280.0,1330.0,1410.0,1345.0,47.16990566028302,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E022331F0>,1000,3,0.0117354514592751,0.9002602329392813,0.4436819039539423,7,1310.0,1390.0,1270.0,1310.0,1400.0,1342.5,54.48623679425842,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E02231390>,1000,3,0.0111656232170319,0.9994718055568588,0.3777022450503899,7,1310.0,1380.0,1290.0,1310.0,1380.0,1340.0,40.62019202317981,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0224E7D0>,1000,3,0.0146231741159873,0.9073816798636936,0.4476719540725086,7,1330.0,1400.0,1270.0,1290.0,1380.0,1335.0,55.90169943749474,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0224E260>,1000,3,0.0064478159344492,0.6637856433463514,0.5022011782410747,6,1250.0,1330.0,1270.0,1340.0,1400.0,1335.0,46.09772228646444,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E7DC1F700>,1000,4,0.0086633406408537,0.8540844927800946,0.4308065080592375,6,1290.0,1370.0,1290.0,1280.0,1380.0,1330.0,45.27692569068709,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0220FC10>,1000,3,0.0124776340772751,0.9494008451012824,0.5317910068206392,7,1290.0,1390.0,1270.0,1300.0,1390.0,1337.5,53.56071321407138,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E7DC1F4C0>,1000,4,0.0218021736513073,0.8810082281911087,0.3539397176591152,6,1270.0,1380.0,1290.0,1250.0,1350.0,1317.5,50.68283733178323,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E7DC1F640>,1000,5,0.0100128974050358,0.8484039233448585,0.4790539598165699,5,1300.0,1360.0,1300.0,1300.0,1390.0,1337.5,38.97114317029974,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E02233D00>,1000,3,0.0057249423924853,0.9663796356485082,0.5664471763678737,7,1230.0,1340.0,1240.0,1330.0,1400.0,1327.5,57.17298313014636,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E02232230>,1000,4,0.0187479125080813,0.7709417613456646,0.3109416734761664,6,1300.0,1390.0,1290.0,1290.0,1400.0,1342.5,52.618912949622974,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E02231F30>,1000,3,0.0183063726861323,0.7695955370645543,0.2858706017091408,1,1320.0,1410.0,1270.0,1280.0,1380.0,1335.0,61.032778078668514,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E02233010>,1000,4,0.0143349374051525,0.692875101545683,0.4204564763482044,4,1290.0,1380.0,1290.0,1280.0,1350.0,1325.0,41.53311931459037,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E02079A50>,1000,5,0.0237595572734363,0.624624329347655,0.2602906504262811,8,1300.0,1330.0,1270.0,1280.0,1360.0,1310.0,36.74234614174768,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E02079E70>,1000,4,0.0300087526595692,0.5699957543906463,0.3175725601153288,5,1300.0,1310.0,1310.0,1300.0,1350.0,1317.5,19.20286436967152,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E020797B0>,1000,4,0.0120801510263468,0.7178182709032888,0.3723423693006279,6,1290.0,1390.0,1280.0,1310.0,1410.0,1347.5,54.025456962435776,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0207AE30>,1000,4,0.0111811623732587,0.7145115109834899,0.3713506896107543,7,1300.0,1370.0,1260.0,1280.0,1400.0,1327.5,58.89609494694873,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E02078FD0>,1000,4,0.0171219998674725,0.7863029584471483,0.2365255461861869,6,1320.0,1400.0,1280.0,1320.0,1380.0,1345.0,47.69696007084728,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0207A170>,1000,3,0.0076057753091122,0.7334359800154631,0.2380740068700198,7,1250.0,1330.0,1250.0,1290.0,1350.0,1305.0,38.40572873934304,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0207B2E0>,1000,8,0.0125649854093961,0.8310264538289968,0.4825121158865846,6,1230.0,1350.0,1270.0,1290.0,1320.0,1307.5,30.31088913245535,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0221C910>,1000,5,0.0153544611291805,0.9067823341255328,0.5209473681153912,5,1280.0,1320.0,1300.0,1260.0,1370.0,1312.5,39.607448794387146,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0221CB80>,1000,4,0.0080404340876799,0.9324022921896188,0.3556941911761268,2,1270.0,1370.0,1280.0,1340.0,1410.0,1350.0,47.43416490252569,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0221E9E0>,1000,4,0.0063322023916913,0.6628586544073676,0.3557843953009295,2,1270.0,1330.0,1260.0,1340.0,1400.0,1332.5,49.68651728587948,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0221D690>,1000,4,0.0082171034434618,0.8006153812851865,0.128547380599463,1,1230.0,1350.0,1240.0,1290.0,1350.0,1307.5,46.02988159880492,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0221C2E0>,1000,5,0.0099529457368292,0.9452321593709532,0.4004448851766775,2,1300.0,1360.0,1300.0,1280.0,1380.0,1330.0,41.23105625617661,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0221DF30>,1000,4,0.0124139900097837,0.8960521404937792,0.4382113900736173,1,1320.0,1380.0,1290.0,1270.0,1380.0,1330.0,50.49752469181039,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0221F250>,1000,4,0.003848837876622,0.9751442668800616,0.3085506831748597,1,1250.0,1300.0,1260.0,1320.0,1360.0,1310.0,36.05551275463989,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0221D150>,1000,3,0.0073423806077829,0.7480247352495126,0.3462159886222761,2,1260.0,1330.0,1250.0,1340.0,1390.0,1327.5,50.18714974971183,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0221C460>,1000,4,0.0168874773702808,0.873594661271948,0.4741051151475374,7,1290.0,1360.0,1270.0,1260.0,1400.0,1322.5,59.31905258852336,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E0221F070>,1000,4,0.0052057687647907,0.8371291413690141,0.2255255176831372,3,1250.0,1330.0,1250.0,1340.0,1380.0,1325.0,47.16990566028302,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E021E1990>,1000,3,0.0086789095822641,0.934032074144895,0.3770112047890461,6,1280.0,1340.0,1290.0,1310.0,1390.0,1332.5,37.66629793329841,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E021E09A0>,1000,4,0.010868821528007,0.7929731966077684,0.1917049819594897,7,1250.0,1350.0,1250.0,1320.0,1410.0,1332.5,57.60859310901456,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E021E00D0>,1000,4,0.0137585698426919,0.915164016611691,0.4182434672508768,6,1290.0,1370.0,1300.0,1310.0,1420.0,1350.0,48.47679857416329,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E021E2C50>,1000,5,0.0140369523971944,0.070812783793733,0.4136392218092018,5,1280.0,1320.0,1300.0,1280.0,1350.0,1312.5,25.8602010819715,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E021E1D20>,1000,4,0.0209389062306597,0.5106472019913699,0.9335499113562384,6,1290.0,1350.0,1280.0,1240.0,1350.0,1305.0,47.16990566028302,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E021E3430>,1000,7,0.0118757044430847,0.9116930239719734,0.5098578262627159,6,1270.0,1320.0,1290.0,1260.0,1350.0,1305.0,33.54101966249684,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E021E26E0>,1000,4,0.0097565397846072,0.9802694017888832,0.3889224127264268,8,1300.0,1410.0,1280.0,1300.0,1420.0,1352.5,62.998015841770766,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E021E0A90>,1000,4,0.0067898164299765,0.96955695051154,0.3812093750071225,8,1250.0,1340.0,1300.0,1340.0,1390.0,1342.5,31.917863337009265,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E021E31C0>,1000,4,0.0103896803753737,0.9834845587739226,0.2635285960127911,9,1300.0,1370.0,1290.0,1300.0,1390.0,1337.5,43.229041164476456,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E021E11E0>,1000,4,0.0091914713632764,0.9282842978590892,0.295831183723618,5,1260.0,1340.0,1300.0,1340.0,1410.0,1347.5,39.607448794387146,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E021E3C40>,1000,4,0.0058961474133671,0.823030363810592,0.3249810316885325,4,1250.0,1340.0,1280.0,1330.0,1380.0,1332.5,35.61951712193752,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E021E3FA0>,1000,4,0.0135337075178212,0.9368347072752128,0.2940374756536805,5,1310.0,1380.0,1290.0,1300.0,1360.0,1332.5,38.32427429188973,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E021E3D90>,1000,5,0.0081618814470434,0.8770920763238979,0.338571287612997,3,1300.0,1330.0,1270.0,1320.0,1400.0,1330.0,46.36809247747852,"['x100', 'x101', 'x102', 'x105', 'x270']"
<__main__.CatBoostClassifierWithThreshold object at 0x0000027E021E3EE0>,1000,4,0.009290453059226995,0.9539589690950846,0.3644116901372727,2,1290.0,1380.0,1290.0,1310.0,1410.0,1347.5,49.180788932265,"['x100', 'x101', 'x102', 'x105', 'x270']"
