,custom_score,correct_class_1_predictions,num_features_used,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/alpha,config/colsample_bytree,config/colset,config/eta,config/eval_metric,config/lambda,config/max_depth,config/min_child_weight,config/objective,config/subsample,logdir
0,6500.0,142,3,1716980767,,False,1,06334eee,2024-05-29_13-06-07,0.14214563369750977,0.14214563369750977,60188,DESKTOP-8J3QSBJ,127.0.0.1,0.14214563369750977,1,0.003333440598200995,0.5963590724517285,"[101, 102, 105]",0.01913916811755245,error,0.09888085807258887,7,2,binary:logistic,0.9022363087216759,06334eee
1,6550.0,147,4,1716980769,,False,1,c88c53b4,2024-05-29_13-06-09,0.13199973106384277,0.13199973106384277,10912,DESKTOP-8J3QSBJ,127.0.0.1,0.13199973106384277,1,0.34148907556605956,0.8962203883029247,"[100, 101, 102, 103]",0.09027933748534167,error,0.11053882951385308,7,5,binary:logistic,0.8504199579595075,c88c53b4
2,6800.0,156,5,1716980771,,False,1,cb35cdd8,2024-05-29_13-06-11,0.18999981880187988,0.18999981880187988,6804,DESKTOP-8J3QSBJ,127.0.0.1,0.18999981880187988,1,0.002563332006500582,0.7218231634904648,"[100, 101, 102, 103, 105]",0.01344427918398381,error,0.00546890447588938,10,2,binary:logistic,0.6637588308637112,cb35cdd8
3,6650.0,149,4,1716980773,,False,1,0043c127,2024-05-29_13-06-13,0.07399940490722656,0.07399940490722656,15496,DESKTOP-8J3QSBJ,127.0.0.1,0.07399940490722656,1,0.02991086119425733,0.7389620124429297,"[100, 101, 102, 103]",0.012713251502649459,error,0.35201772910563905,5,1,binary:logistic,0.9391249820385585,0043c127
4,6700.0,146,3,1716980775,,False,1,088d1b6a,2024-05-29_13-06-15,0.10200023651123047,0.10200023651123047,45000,DESKTOP-8J3QSBJ,127.0.0.1,0.10200023651123047,1,0.03212598297436445,0.7328019178269016,"[101, 102, 103]",0.03179890191210425,error,0.024815565478531997,9,5,binary:logistic,0.5110933769400801,088d1b6a
5,6400.0,144,4,1716980777,,False,1,ead43c46,2024-05-29_13-06-17,0.10499215126037598,0.10499215126037598,28660,DESKTOP-8J3QSBJ,127.0.0.1,0.10499215126037598,1,1.8066212511040167,0.7487684226674742,"[100, 101, 102, 103]",0.06685751599435961,error,0.01140321228836065,9,4,binary:logistic,0.8686383355153847,ead43c46
6,7000.0,156,4,1716980912,,False,1,b2fa7de9,2024-05-29_13-08-32,0.10400056838989258,0.10400056838989258,33156,DESKTOP-8J3QSBJ,127.0.0.1,0.10400056838989258,1,0.0016805367574164079,0.5672722970463786,"[101, 102, 103, 105]",0.05233939988858317,error,7.380998554187687,6,2,binary:logistic,0.9304399782867332,b2fa7de9
7,6250.0,137,3,1716980780,,False,1,acd58799,2024-05-29_13-06-20,0.09499979019165039,0.09499979019165039,56644,DESKTOP-8J3QSBJ,127.0.0.1,0.09499979019165039,1,0.01642301830622933,0.5331825351897428,"[102, 103, 105]",0.016433804874258946,error,0.3058808101312409,10,5,binary:logistic,0.6700718768876306,acd58799
8,6600.0,148,4,1716980782,,False,1,e9b7c619,2024-05-29_13-06-22,0.1009986400604248,0.1009986400604248,46640,DESKTOP-8J3QSBJ,127.0.0.1,0.1009986400604248,1,0.04617987384673096,0.9753993230341337,"[104, 102, 103, 105]",0.04982216868113807,error,0.0909971945454882,7,5,binary:logistic,0.8828845924475844,e9b7c619
9,6900.0,150,3,1716980914,,False,1,a0e4bc67,2024-05-29_13-08-34,0.06199932098388672,0.06199932098388672,53540,DESKTOP-8J3QSBJ,127.0.0.1,0.06199932098388672,1,0.20862979261281117,0.6119555637717244,"[102, 103, 105]",0.04485685333532037,error,3.5017648943378483,3,1,binary:logistic,0.7045291818707313,a0e4bc67
10,6750.0,151,4,1716980786,,False,1,a5956e79,2024-05-29_13-06-26,0.07500123977661133,0.07500123977661133,24556,DESKTOP-8J3QSBJ,127.0.0.1,0.07500123977661133,1,0.894011621809548,0.7769408399543378,"[104, 102, 103, 105]",0.0956805570370673,error,6.25490682689294,4,5,binary:logistic,0.6009092359075421,a5956e79
11,6800.0,152,4,1716980787,,False,1,ea2bc557,2024-05-29_13-06-27,0.0800013542175293,0.0800013542175293,7016,DESKTOP-8J3QSBJ,127.0.0.1,0.0800013542175293,1,0.3232911059322332,0.6825876620608283,"[101, 102, 103, 105]",0.02026589142722194,error,1.4433054939386327,6,4,binary:logistic,0.5755818168717629,ea2bc557
12,6650.0,145,3,1716980789,,False,1,a1e4d8bd,2024-05-29_13-06-29,0.060294389724731445,0.060294389724731445,44916,DESKTOP-8J3QSBJ,127.0.0.1,0.060294389724731445,1,0.024725206191411272,0.8638057799105239,"[101, 102, 105]",0.011255486101887143,error,0.04920876685001626,3,5,binary:logistic,0.9689311014384481,a1e4d8bd
13,6550.0,147,4,1716980791,,False,1,b2ff80a0,2024-05-29_13-06-31,0.09650564193725586,0.09650564193725586,63020,DESKTOP-8J3QSBJ,127.0.0.1,0.09650564193725586,1,0.24221221584896205,0.9349768965312586,"[104, 102, 103, 105]",0.037340457783061956,error,4.35326574358861,6,1,binary:logistic,0.5692735289723502,b2ff80a0
14,6900.0,154,4,1716980915,,False,1,0e53de7f,2024-05-29_13-08-35,0.10600018501281738,0.10600018501281738,14800,DESKTOP-8J3QSBJ,127.0.0.1,0.10600018501281738,1,0.0022554007669659095,0.9109761568667422,"[101, 102, 103, 105]",0.04596166135901517,error,0.1542666637574539,8,5,binary:logistic,0.8959886102158396,0e53de7f
15,6650.0,145,3,1716980795,,False,1,548f4479,2024-05-29_13-06-35,0.07300019264221191,0.07300019264221191,23608,DESKTOP-8J3QSBJ,127.0.0.1,0.07300019264221191,1,0.0036991224788814926,0.6118384922975237,"[101, 102, 103]",0.013270860205353277,error,1.617668300007871,6,3,binary:logistic,0.5349679978852298,548f4479
16,6850.0,153,4,1716980917,,False,1,ee2dd3e4,2024-05-29_13-08-37,0.08100247383117676,0.08100247383117676,37740,DESKTOP-8J3QSBJ,127.0.0.1,0.08100247383117676,1,0.04136979754912642,0.8091739296458893,"[100, 102, 103, 105]",0.04711570111155445,error,0.010193591403211683,5,2,binary:logistic,0.6143743462993225,ee2dd3e4
17,6650.0,149,4,1716980798,,False,1,07408a99,2024-05-29_13-06-38,0.10800004005432129,0.10800004005432129,47920,DESKTOP-8J3QSBJ,127.0.0.1,0.10800004005432129,1,9.690173249520855,0.5711677504529753,"[100, 101, 102, 105]",0.023844493014996936,error,0.02203975180781767,6,4,binary:logistic,0.8865975117083036,07408a99
18,6600.0,148,4,1716980800,,False,1,11c1d934,2024-05-29_13-06-40,0.08099961280822754,0.08099961280822754,14644,DESKTOP-8J3QSBJ,127.0.0.1,0.08099961280822754,1,5.616400092852906,0.9050540819167794,"[100, 101, 102, 103]",0.08840256697100764,error,0.09486919593652199,4,2,binary:logistic,0.5341248331549917,11c1d934
19,7050.0,157,4,1716980919,,False,1,fd5b54ec,2024-05-29_13-08-39,0.08061933517456055,0.08061933517456055,28488,DESKTOP-8J3QSBJ,127.0.0.1,0.08061933517456055,1,2.1308214260916665,0.8761701870709597,"[101, 102, 103, 105]",0.03151520814935476,error,0.02796184427180999,5,3,binary:logistic,0.703959011512287,fd5b54ec
20,6650.0,145,3,1716980804,,False,1,20ceaae5,2024-05-29_13-06-44,0.07299971580505371,0.07299971580505371,30044,DESKTOP-8J3QSBJ,127.0.0.1,0.07299971580505371,1,2.8147102139171314,0.940669517084542,"[102, 103, 105]",0.011070934133337478,error,0.19165640553549715,5,1,binary:logistic,0.9987898615320092,20ceaae5
21,6950.0,159,5,1716980921,,False,1,7d1265aa,2024-05-29_13-08-41,0.09499883651733398,0.09499883651733398,9672,DESKTOP-8J3QSBJ,127.0.0.1,0.09499883651733398,1,1.8151738364333236,0.7481914400234833,"[100, 104, 102, 103, 105]",0.03215678040869305,error,0.006218892586907157,6,2,binary:logistic,0.5543015001154045,7d1265aa
22,6800.0,148,3,1716980922,,False,1,77bb4f8e,2024-05-29_13-08-42,0.06599974632263184,0.06599974632263184,11296,DESKTOP-8J3QSBJ,127.0.0.1,0.06599974632263184,1,0.9938623459205648,0.8391492837957448,"[101, 102, 103]",0.014164623614007546,error,0.0010429573173185264,4,3,binary:logistic,0.9973427629168445,77bb4f8e
23,6700.0,150,4,1716980809,,False,1,253adaad,2024-05-29_13-06-49,0.0879979133605957,0.0879979133605957,49212,DESKTOP-8J3QSBJ,127.0.0.1,0.0879979133605957,1,0.44707288692819996,0.8981264959754558,"[104, 102, 103, 105]",0.03843014278314442,error,0.018269362590573403,6,4,binary:logistic,0.5766236452068441,253adaad
24,7050.0,157,4,1716980924,,False,1,75b62c3b,2024-05-29_13-08-44,0.06500124931335449,0.06500124931335449,20852,DESKTOP-8J3QSBJ,127.0.0.1,0.06500124931335449,1,0.005419286993545591,0.689361905250927,"[104, 102, 103, 105]",0.06281567393516706,error,2.690235320176583,3,1,binary:logistic,0.6184176069551117,75b62c3b
25,6750.0,147,3,1716980813,,False,1,e34ef6cc,2024-05-29_13-06-53,0.061998605728149414,0.061998605728149414,46296,DESKTOP-8J3QSBJ,127.0.0.1,0.061998605728149414,1,0.20929971568930203,0.5709374005720456,"[101, 102, 103]",0.030847720805277593,error,2.9007732204494694,3,2,binary:logistic,0.6203808157084241,e34ef6cc
26,6500.0,142,3,1716980814,,False,1,a24f6aca,2024-05-29_13-06-54,0.06995487213134766,0.06995487213134766,49000,DESKTOP-8J3QSBJ,127.0.0.1,0.06995487213134766,1,0.004620410442186643,0.5380113360293832,"[101, 103, 105]",0.02829924975202794,error,0.673093678183257,5,3,binary:logistic,0.6919656746994305,a24f6aca
27,6700.0,150,4,1716980816,,False,1,6b28a990,2024-05-29_13-06-56,0.07400321960449219,0.07400321960449219,25852,DESKTOP-8J3QSBJ,127.0.0.1,0.07400321960449219,1,0.0035741696153183127,0.7102139496582781,"[100, 101, 102, 103]",0.04181779718807998,error,0.10467721259820104,5,1,binary:logistic,0.7658331097093682,6b28a990
28,6450.0,141,3,1716980818,,False,1,b414f94c,2024-05-29_13-06-58,0.0839989185333252,0.0839989185333252,39756,DESKTOP-8J3QSBJ,127.0.0.1,0.0839989185333252,1,0.029721381732024574,0.6539269563152743,"[101, 102, 103]",0.022669545753037347,error,0.45249741649218017,8,5,binary:logistic,0.5125468383662319,b414f94c
29,6650.0,149,4,1716980820,,False,1,d22435a7,2024-05-29_13-07-00,0.06300139427185059,0.06300139427185059,21008,DESKTOP-8J3QSBJ,127.0.0.1,0.06300139427185059,1,0.007132541369704847,0.6123646470368349,"[100, 101, 102, 103]",0.012317091480877531,error,0.0041789864572799006,3,5,binary:logistic,0.7425743596454821,d22435a7
30,6900.0,158,5,1716980925,,False,1,85fb8256,2024-05-29_13-08-45,0.10299992561340332,0.10299992561340332,45644,DESKTOP-8J3QSBJ,127.0.0.1,0.10299992561340332,1,5.711550247702363,0.675589661565222,"[100, 101, 102, 103, 105]",0.03157837674267367,error,0.07858010064746025,10,5,binary:logistic,0.6104184570923551,85fb8256
31,6750.0,147,3,1716980823,,False,1,dcec87d0,2024-05-29_13-07-03,0.09499979019165039,0.09499979019165039,24392,DESKTOP-8J3QSBJ,127.0.0.1,0.09499979019165039,1,0.010443760350956772,0.6668048841430694,"[101, 102, 103]",0.028688455966303386,error,0.025715641836259198,7,2,binary:logistic,0.9051044068230916,dcec87d0
32,6650.0,149,4,1716980825,,False,1,9f0d2834,2024-05-29_13-07-05,0.0839986801147461,0.0839986801147461,8376,DESKTOP-8J3QSBJ,127.0.0.1,0.0839986801147461,1,1.2308947841401094,0.7038677447646138,"[104, 102, 103, 105]",0.020526062871001685,error,0.00836871759356714,6,2,binary:logistic,0.5325556498787966,9f0d2834
33,6750.0,151,4,1716980827,,False,1,4537a365,2024-05-29_13-07-07,0.0689992904663086,0.0689992904663086,15028,DESKTOP-8J3QSBJ,127.0.0.1,0.0689992904663086,1,0.024435365816299195,0.7223077560409155,"[100, 101, 102, 103]",0.05094615415868736,error,0.15374421793191484,4,3,binary:logistic,0.6635027869686754,4537a365
34,6700.0,146,3,1716980829,,False,1,91929e4d,2024-05-29_13-07-09,0.0839998722076416,0.0839998722076416,57536,DESKTOP-8J3QSBJ,127.0.0.1,0.0839998722076416,1,0.07910743083107977,0.5270319451725883,"[101, 102, 105]",0.060685805113608944,error,0.0023194750297072806,7,3,binary:logistic,0.73801800396168,91929e4d
35,6800.0,148,3,1716980927,,False,1,a6276b7f,2024-05-29_13-08-47,0.06899857521057129,0.06899857521057129,11900,DESKTOP-8J3QSBJ,127.0.0.1,0.06899857521057129,1,0.3510108765256726,0.5361504803123467,"[101, 102, 103]",0.04707323634993933,error,2.3190460896811755,5,2,binary:logistic,0.8986289974121324,a6276b7f
36,6750.0,151,4,1716980832,,False,1,55051260,2024-05-29_13-07-12,0.06499981880187988,0.06499981880187988,37796,DESKTOP-8J3QSBJ,127.0.0.1,0.06499981880187988,1,0.06468042138616603,0.6685986920183249,"[100, 101, 102, 103]",0.0785938453830139,error,1.0514897443959248,3,2,binary:logistic,0.7757249699111198,55051260
37,6550.0,147,4,1716980834,,False,1,dca0f65a,2024-05-29_13-07-14,0.08700227737426758,0.08700227737426758,13808,DESKTOP-8J3QSBJ,127.0.0.1,0.08700227737426758,1,5.050264031103744,0.7569532245737369,"[104, 102, 103, 105]",0.022409833874241405,error,0.09242956198661169,4,2,binary:logistic,0.7272720589127342,dca0f65a
38,6650.0,149,4,1716980836,,False,1,ae67a903,2024-05-29_13-07-16,0.1119987964630127,0.1119987964630127,52752,DESKTOP-8J3QSBJ,127.0.0.1,0.1119987964630127,1,0.25885814469943214,0.6658138009868892,"[104, 102, 103, 105]",0.021157904452564102,error,0.0013034608756397378,8,1,binary:logistic,0.5355489989539024,ae67a903
39,6750.0,151,4,1716980838,,False,1,802b7f57,2024-05-29_13-07-18,0.08100342750549316,0.08100342750549316,30900,DESKTOP-8J3QSBJ,127.0.0.1,0.08100342750549316,1,0.011994752641655759,0.8346167076288498,"[100, 101, 102, 103]",0.055151613948032197,error,0.056545162517243834,5,2,binary:logistic,0.5759808694792034,802b7f57
40,6900.0,154,4,1716980929,,False,1,0c2fc569,2024-05-29_13-08-49,0.08699846267700195,0.08699846267700195,48528,DESKTOP-8J3QSBJ,127.0.0.1,0.08699846267700195,1,0.014705975077520661,0.6202456421469036,"[100, 101, 102, 103]",0.024278298077651677,error,0.09207596243048727,6,1,binary:logistic,0.6365417680212466,0c2fc569
41,6800.0,152,4,1716980931,,False,1,9a831eae,2024-05-29_13-08-51,0.08199787139892578,0.08199787139892578,34212,DESKTOP-8J3QSBJ,127.0.0.1,0.08199787139892578,1,1.0217824336887518,0.6448972875993839,"[104, 102, 103, 105]",0.01133913359929966,error,0.012266766250290906,5,2,binary:logistic,0.6201487373709083,9a831eae
42,6900.0,154,4,1716980932,,False,1,5d21ea4d,2024-05-29_13-08-52,0.09299874305725098,0.09299874305725098,28804,DESKTOP-8J3QSBJ,127.0.0.1,0.09299874305725098,1,0.279173995521481,0.8338347068487708,"[104, 102, 103, 105]",0.042491278398326726,error,0.1432468844726184,6,3,binary:logistic,0.8740504213036338,5d21ea4d
43,6750.0,147,3,1716980845,,False,1,8cdeba28,2024-05-29_13-07-25,0.06500077247619629,0.06500077247619629,55584,DESKTOP-8J3QSBJ,127.0.0.1,0.06500077247619629,1,0.0023673280690242465,0.6407730437443465,"[101, 102, 103]",0.024196867319231055,error,1.0504178778721525,4,5,binary:logistic,0.5630510624781414,8cdeba28
44,6800.0,152,4,1716980934,,False,1,d6873e17,2024-05-29_13-08-54,0.07099771499633789,0.07099771499633789,33468,DESKTOP-8J3QSBJ,127.0.0.1,0.07099771499633789,1,0.9158280497543246,0.6749318237623421,"[100, 101, 102, 103]",0.029706996835316694,error,0.08995367701557203,4,4,binary:logistic,0.6783019884582286,d6873e17
45,6800.0,152,4,1716980935,,False,1,4aa37c23,2024-05-29_13-08-55,0.07899832725524902,0.07899832725524902,61688,DESKTOP-8J3QSBJ,127.0.0.1,0.07899832725524902,1,0.11054310222986564,0.7796129219647329,"[100, 101, 102, 103]",0.04733361321046584,error,0.018756694061687704,5,4,binary:logistic,0.7156573621608131,4aa37c23
46,6800.0,152,4,1716980937,,False,1,92753f52,2024-05-29_13-08-57,0.07500028610229492,0.07500028610229492,48356,DESKTOP-8J3QSBJ,127.0.0.1,0.07500028610229492,1,0.08278079012985248,0.593683870199076,"[100, 101, 103, 105]",0.014667189589923614,error,0.0020958069147697265,5,4,binary:logistic,0.8458171669775216,92753f52
47,6650.0,145,3,1716980852,,False,1,f150aa16,2024-05-29_13-07-32,0.06299901008605957,0.06299901008605957,54064,DESKTOP-8J3QSBJ,127.0.0.1,0.06299901008605957,1,0.08334967809841833,0.6428074543541896,"[101, 102, 105]",0.012737498364970597,error,0.019995181389084803,4,3,binary:logistic,0.7117220505963637,f150aa16
48,6750.0,155,5,1716980854,,False,1,9c79d4be,2024-05-29_13-07-34,0.06899833679199219,0.06899833679199219,1892,DESKTOP-8J3QSBJ,127.0.0.1,0.06899833679199219,1,0.005207162182201047,0.6056685297326186,"[100, 101, 102, 103, 105]",0.028602855441394487,error,6.772203601661386,3,4,binary:logistic,0.9932918775654589,9c79d4be
49,6600.0,148,4,1716980856,,False,1,19158d1e,2024-05-29_13-07-36,0.07399868965148926,0.07399868965148926,46772,DESKTOP-8J3QSBJ,127.0.0.1,0.07399868965148926,1,2.3012516484437966,0.7374948914654096,"[100, 101, 102, 103]",0.05519712244670278,error,0.02960278701029506,5,3,binary:logistic,0.8861295645798206,19158d1e
50,6750.0,151,4,1716980857,,False,1,b6a06b5b,2024-05-29_13-07-37,0.06499958038330078,0.06499958038330078,64304,DESKTOP-8J3QSBJ,127.0.0.1,0.06499958038330078,1,0.35778743638548355,0.8067977628954008,"[104, 102, 103, 105]",0.03256362187408048,error,0.017740640722089654,3,4,binary:logistic,0.5527540904220245,b6a06b5b
51,6800.0,156,5,1716980939,,False,1,ad7d29bc,2024-05-29_13-08-59,0.07699918746948242,0.07699918746948242,43840,DESKTOP-8J3QSBJ,127.0.0.1,0.07699918746948242,1,0.0093025609032633,0.7926746295609459,"[100, 101, 102, 103, 105]",0.03786463447273291,error,0.0047240222101772545,4,5,binary:logistic,0.5055978085407167,ad7d29bc
52,6700.0,154,5,1716980861,,False,1,e11a10df,2024-05-29_13-07-41,0.07200479507446289,0.07200479507446289,6388,DESKTOP-8J3QSBJ,127.0.0.1,0.07200479507446289,1,0.0024651535532622987,0.5059760706354682,"[100, 101, 102, 103, 105]",0.041323967751856865,error,0.856228938639556,4,3,binary:logistic,0.8649646877891706,e11a10df
53,6950.0,151,3,1716980941,,False,1,5d17010e,2024-05-29_13-09-01,0.060999155044555664,0.060999155044555664,53052,DESKTOP-8J3QSBJ,127.0.0.1,0.060999155044555664,1,0.07012039839628252,0.6487616412958735,"[101, 102, 103]",0.05600096091556554,error,0.8012426248640984,3,1,binary:logistic,0.5886372268958716,5d17010e
54,6850.0,149,3,1716980942,,False,1,a55889aa,2024-05-29_13-09-02,0.06399893760681152,0.06399893760681152,21480,DESKTOP-8J3QSBJ,127.0.0.1,0.06399893760681152,1,0.42947601001972985,0.5493391356153092,"[101, 102, 103]",0.047966107228876516,error,0.3941495286383058,3,1,binary:logistic,0.7650060676462525,a55889aa
55,6500.0,146,4,1716980866,,False,1,1ce6d34c,2024-05-29_13-07-46,0.07699990272521973,0.07699990272521973,33528,DESKTOP-8J3QSBJ,127.0.0.1,0.07699990272521973,1,0.02581993832784605,0.7372950287772201,"[100, 101, 102, 103]",0.046342630823216345,error,0.053053188733243654,5,3,binary:logistic,0.8682304935783569,1ce6d34c
56,6550.0,155,6,1716980868,,False,1,4087dd4e,2024-05-29_13-07-48,0.08899974822998047,0.08899974822998047,42884,DESKTOP-8J3QSBJ,127.0.0.1,0.08899974822998047,1,2.4147185316234903,0.5364502282618467,"[100, 101, 102, 103, 104, 105]",0.019543606262045137,error,1.7160277932588894,6,3,binary:logistic,0.6042937164353404,4087dd4e
57,6650.0,145,3,1716980869,,False,1,a64d0644,2024-05-29_13-07-49,0.10699892044067383,0.10699892044067383,54036,DESKTOP-8J3QSBJ,127.0.0.1,0.10699892044067383,1,0.0033595747489384297,0.9062209806856908,"[101, 102, 105]",0.01514719155052514,error,0.08209606374891741,9,3,binary:logistic,0.6954877633809463,a64d0644
58,6700.0,154,5,1716980871,,False,1,234f7351,2024-05-29_13-07-51,0.0710000991821289,0.0710000991821289,21248,DESKTOP-8J3QSBJ,127.0.0.1,0.0710000991821289,1,0.003376568903896658,0.6605512839889336,"[100, 101, 102, 103, 105]",0.06123277977627112,error,2.2384146902258424,3,3,binary:logistic,0.7919538115138827,234f7351
59,6750.0,147,3,1716980873,,False,1,4c94394e,2024-05-29_13-07-53,0.10499954223632812,0.10499954223632812,31476,DESKTOP-8J3QSBJ,127.0.0.1,0.10499954223632812,1,0.12316978862905476,0.8743576214835495,"[101, 102, 103]",0.021381732969219098,error,0.013409388091105794,8,4,binary:logistic,0.5405161535206628,4c94394e
60,6800.0,152,4,1716980944,,False,1,954f9583,2024-05-29_13-09-04,0.0670020580291748,0.0670020580291748,35560,DESKTOP-8J3QSBJ,127.0.0.1,0.0670020580291748,1,1.5119393427758683,0.8752987590756925,"[104, 102, 103, 105]",0.026790398717562624,error,0.2100957423006599,3,1,binary:logistic,0.7579048805376827,954f9583
61,6800.0,152,4,1716980946,,False,1,94c7f5ec,2024-05-29_13-09-06,0.06900382041931152,0.06900382041931152,15532,DESKTOP-8J3QSBJ,127.0.0.1,0.06900382041931152,1,0.6893453815188841,0.6516816700370125,"[100, 101, 103, 105]",0.01034136761022728,error,1.8148990174361015,4,1,binary:logistic,0.867009786145799,94c7f5ec
62,6850.0,153,4,1716980948,,False,1,e4b69721,2024-05-29_13-09-08,0.09099984169006348,0.09099984169006348,45336,DESKTOP-8J3QSBJ,127.0.0.1,0.09099984169006348,1,0.21420175278937997,0.6809337761766312,"[101, 102, 103, 105]",0.06781829204588892,error,1.8514886341442724,4,5,binary:logistic,0.5815817488130158,e4b69721
63,6400.0,140,3,1716980880,,False,1,550e55a6,2024-05-29_13-08-00,0.08600068092346191,0.08600068092346191,59164,DESKTOP-8J3QSBJ,127.0.0.1,0.08600068092346191,1,0.053598750079172516,0.5087964122408688,"[101, 103, 105]",0.028966200652020897,error,9.322093867813512,8,3,binary:logistic,0.9534693656206235,550e55a6
64,6600.0,144,3,1716980882,,False,1,99b176b2,2024-05-29_13-08-02,0.09399962425231934,0.09399962425231934,58752,DESKTOP-8J3QSBJ,127.0.0.1,0.09399962425231934,1,0.0011293433241009018,0.677021187774171,"[101, 103, 105]",0.043772137271897237,error,9.732977240909738,7,2,binary:logistic,0.7922800255615852,99b176b2
